X1,X2,Y
58.54284673519288,54.38578599659253,66.25066456923498
73.09213517511809,39.48813210449844,76.82207079135215
107.7924264587335,47.14532989586829,83.05114199782271
57.724987791535064,30.98186572498674,89.62098496825759
66.14361708895004,41.114425912678165,78.25695651052183
60.36168921030827,52.51038638310917,54.09765595602023
96.64506925937283,39.84071561162198,95.48393334685427
73.54922479159085,36.61105300257985,90.62158613280211
62.74455322149255,55.49673457029829,55.66737080495734
76.68417279541418,52.20661707241795,54.67217247883662
84.89176255567148,29.355777303070962,111.3046116905093
50.490343971284474,42.73506285746565,72.19190331302607
48.60700236108255,41.97027440958035,80.07785778792856
53.88152601142943,41.90786741391424,80.25030454603406
55.475974392043895,61.93094233923039,59.84202290131323
64.75249465048772,37.16059546225332,73.96834538077918
50.38088440558465,49.5996358876547,75.45333341901656
76.22205071742289,20.69995601208761,128.68372264394552
21.060291713703847,48.91943585004249,87.45787038433974
62.52694552451037,32.36053201698607,84.16291950175285
81.64426193542043,41.615827509504385,82.36965461014934
94.2656182746363,52.81402706909777,73.4160404302624
48.32811499941883,29.698730422439688,78.72961959824157
66.72174969719364,41.29355085126763,73.40440391196955
54.401594626049175,32.753928173204,76.98096800205559
86.91448743935791,32.19840837995677,105.80825519882788
64.83889923144758,44.21241383669772,65.64354006395764
103.22782645105264,31.23466771672763,125.34300357877575
49.23618881363318,58.63603441103399,69.85892215813625
32.38902808316397,28.01943205638933,71.98121130509637
65.52708624499635,54.595574099737725,65.79424419552213
40.858123798828686,29.201882372986898,79.12667731970696
65.9204669371109,41.235617343819584,75.47272380447423
72.3282471467215,43.221112306987344,67.96169722290891
112.16172176555837,27.94028908080719,148.15017179105843
75.75225753591357,37.4470848815923,79.76975748851157
69.19328341136664,22.176677339334642,119.9598558942979
101.59091607339762,49.47037960053463,78.99643023019914
47.36580008765121,56.04589898662586,62.38089450388324
30.310009366252004,34.82271193126102,80.90272510328037
93.75400797544918,24.134178954135706,136.071238367237
72.400051949007,24.120819714982005,102.18316241307306
62.51232267050464,53.165051951917704,63.56371847949524
46.50038244122036,44.2731328604611,66.92547719442828
71.76249931776125,59.070203155120396,57.392946858336465
80.84035286265818,33.379090168466874,86.902408556315
75.51918181963362,36.42567882880927,87.84415125024923
51.91276201978085,39.793343374812615,74.94086326830995
49.61221438835818,45.658613132037836,70.187854166425
57.58611210143414,37.62948270562786,69.4359315620566
85.26834860687553,49.831514317833616,68.66547355305407
83.72574344476696,57.09812993836721,57.69049975417218
34.59308042922554,13.113309856075581,78.23726358865807
57.09940466743754,46.869709354450606,70.31687889190037
50.17026167253969,34.44561536807463,74.0971542637706
85.68512450603919,21.668079706162516,135.58073591223663
64.92415147305857,65.91377323049855,60.7764990930028
68.46969080486696,33.99292048927889,99.62286266097945
69.57687552431163,46.619591696644804,75.91596119349262
83.7289157060115,27.511411697613255,114.06915881470006
86.3417254086008,32.15217266807234,97.51983270924971
59.048566581552095,31.16243392595544,80.87945012647805
42.404350425148664,28.885798120887486,75.30493805048916
83.4729501798036,41.38818472578983,79.66720362527349
97.51566070261427,42.720363640972096,86.1675093443683
78.12935813529677,46.853190994984,64.59671996025479
69.8113055975741,29.075643202761295,108.30342008131979
67.61561657063933,35.23182781641549,79.08274014016258
38.172145709275824,27.108038860431726,80.76249979473435
37.67219994252877,30.74961138816135,76.80345705376993
71.43846874626797,35.672400613515364,93.63129671600146
41.111461812964365,33.546419568730705,69.05266671830374
61.22296869549037,39.877417298595496,74.58783732021163
69.73941728142822,63.30779257890909,60.23074624551254
70.82927545376818,28.115730158134085,100.27910332729901
55.41316972951626,36.4195074943188,81.14927704250665
62.77070738816734,29.144928765647787,101.74309647092078
74.21660988442542,46.91398468433469,60.792200548577526
57.935301074533356,48.34448209803572,72.02099339940447
84.04986741358437,42.506350128515436,79.79286666101135
67.04528123602927,19.730629689326374,118.5066602427193
63.14201397525806,29.33540599609855,107.85164908786865
40.253441179153995,29.858047911154237,82.10464804646335
51.58503589559786,29.16744131308129,79.2509372154985
77.81003848206196,45.51892682086348,80.83087343970362
69.106486591244,42.94592358218724,79.85998356841826
107.59601569879484,46.332391190345874,82.3432782154044
66.70376064654997,27.322858187483508,97.71225605521698
70.21505177888682,42.09743405861883,80.24485304478593
96.82909146412536,32.50996949090997,106.87266999722489
82.87309421783425,56.945937360095996,62.255946537750454
40.00729111970387,38.173997341152294,67.49900437030769
66.16754135005415,37.24653109670811,78.56288172144066
67.1201482479716,30.210470694824224,102.67233324018116
43.551102086116984,30.959639398652257,78.10262883206653
43.42510865203592,44.21358648402753,78.51496657214007
96.25125859824819,31.26237156522445,110.59140541010292
67.14172957573355,44.12098523111596,76.2682203307827
